text,label,seed
What are the road conditions in Tampa?,5,what are road conditions in tampa
When will I get home?,2,when will i get home
When should I go to be at Rachel's until 5pm?,3,when should i leave to be at rachel 's by 5 pm ?
Will I make it to the concert in time if I stop to get Monica?,2,leaving in 5 min will i make it to the concert ontime if i stop to pick up monica ?
I need help to get to unisys today at 3pm,0,i need help getting to unisys today at 3 pm
How much time should I take to make it to the concert by 9 p.m.?,3,what time should i leave to make it to the concert by 9 pm ?
Philadelphia traffic please,6,traffic in philadelphia please
How long do I have to be away from home to be at fred meyer's until 9: 30 p.m.?,3,what time do i need to leave home by to get to fred meyer 's by 9 : 30 pm ?
How long will it take me to get to my lunch meeting when I drive the back roads?,4,how long will it take me to get to my noon meeting if i take the back roads ?
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
Distance between nyc and la,1,distance between nyc and la
What is the state of the road today?,5,how is the road conditions today ? any danger ?
Are there floods in the belt?,5,are there any flooding in the belt parkway ?
Are there floods in the belt?,5,are there any flooding in the belt parkway ?
what is the fastest route from los angeles to san francisco,0,what is the quickest route from los angeles to san francisco
Are the roads icy on the ground?,5,are the local roads icy ?
Is there snow or ice on the roads to Grandma's house?,5,is there any snow or ice on the roads to grandma 's house ?
Accidents along the nozzle,6,any accidents along culver
What is the distance between Salem and Neuberg?,1,what 's the distance between salem and newberg
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
How do I get traffic from Tampa to Miami when I leave at 5 a.m.?,6,how is traffic driving from tampa to miami if i leave by 5 am
What are the road conditions in the Dallas Metroplex?,5,how are the road conditions in the dallas metroplex ?
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
Traffic on Highway 75 southbound,6,is there traffic on highway 75 south
how big is the distance between new york and florida,1,what is the distance between new york and florida
Does rain affect my route to the motorcycle race in Hilwan?,5,do rain affect my route to motorbike race in hilwan ?
"How many miles from here to Iselin, new jersey?",1,"how many miles from here to iselin , new jersey ?"
Are there delays on the 495?,6,are there any delays on 495
Roads are slippery,5,are the roads slick
What do you do to avoid traffic?,0,what is the route to take to avoid traffic
Are the roads near work icy?,5,are the roads near work icy ?
Is there flooding on the way to Delta Park from my house?,5,is there any flooding on the way to delta park from my house ?
how much driving time is needed from cupertino to san jose.,4,how much driving time is needed from cupertino to san jose .
how far is the distance from murfreesboro to lakeland florida,1,what is the distance from murfreesboro to lakeland florida
How secure is the Las Vegas Strip at the moment?,6,how backed up is the las vegas strip right now ?
How much time should I take to make it to the jubilee centre by five o'clock?,3,what time should i leave to make it to the jubilee center by five
Accidents along the nozzle,6,any accidents along culver
how far away is Charleston sc from here,1,how far is charleston sc from here
What is the traffic from downtown to my house?,6,what 's the traffic from downtown to my house
What is the mileage between table salt and hay?,1,what is the mileage between salina and hays
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
get the time it takes to get home on the i-10.,4,get the time it will take to get home on the i - 10 .
"Will the city center be flooded by the Kastanienallee, which leads into the city?",5,is there flooding downtown by the fort pitt bridge going into town ?
When should we leave la to get six flags if we want to be there by 10am?,3,when should we leave la to get six flags if we want to be therer by 10 am ?
when should i go if i have to be in carolina ave. tooth until 3 p.m.,3,what time should i leave if i need to be at carolina ave . dental by 3 pm
Can I have directions to New York?,0,can i have directions to new york
What do the current road conditions between work and home look like when I go now?,5,what do the current road conditions between work and home look like if i leave now ?
Can I get to my girlfriend by 5pm?,2,will i make it to my girlfriend 's by 5 pm ?
What's the weather like for driving today?,5,what is the weather like for driving today ?
What is the mileage between table salt and hay?,1,what is the mileage between salina and hays
Route through toll roads,0,route through toll roads
Diversions for traffic,6,traffic detours
"from nasa in houston, send me an instruction to galveston.",0,"from nasa in houston , send me directions to galveston ."
The quickest way to get me from home to the House of Dan is without taking the motorway and avoiding the toll.,0,get me the fastest way from home to dan 's house without taking the freeway and avoiding toll .
"If I leave the art festival at 9 p.m., when will I make it home?",2,if i leave art festival at 9 pm what time i will make it home ?
Are there other routes to Charleston that don't cross the freeways that will take me there tonight at 9 p.m.?,0,are there other routes to charleston that do not take the interstates that will get me there by 9 pm tonight ?
"If I drive until noon, how long will it take to get to South Park by bus?",4,"if i leave by noon , how long will it take me to get to south park by bus ?"
how much traffic there is on the 290,6,how much traffic is on the 290
what is the distance from toledo to cincinnati and miles by car,1,what 's the distance from toledo to cincinnati and miles by car
When do I have to leave my house to get to the medinah country club by 7am?,3,what time do i have to leave home to get to medinah country club by 7 am
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
how many miles between seattle and new york,1,how many miles between seattle and new york
"I need to be in memphis at noon, when should I go?",3,i need to be in memphis by noon when should i leave ?
Show me detours to play with the wounds.,6,show me detours to the bruins ' game .
Are there floods on rivers?,5,is there flooding on river rd ?
When should I leave my house to get downtown by 5 p.m.?,3,what time should i leave my house to get downtown by 5 pm
how many miles is it from la to hawaii,1,how many miles is it from la to hawaii
Is it a clear shot at the trump card?,6,is it a clear shot to the trump rally
How long will it take to get to edison if I leave now?,4,how much time will it take to get to edison if i leave now ?
"Driveway to Baltimore, how it looks with the traffic",6,driving in to baltimore what 's the traffic like
How long do I have to go to shoot a film at 7am in the B & B?,3,what time do i need to leave to make a 7 : 00 movie at b & b ?
"Which Route to Raleigh, NC Has No Toll Roads",0,"what route to raleigh , nc has no toll roads"
How long is the journey time to Waikiki if I leave in 10 minutes?,4,how long is the travel time to waikiki if i leave in 10 minutes
Display to the working route,0,display to work route
Traffic jam on the rt 690,6,is traffic backed up on rt 690
Is there a way to get to the hospital without construction?,0,is there a way to get to the hospital without construction ?
"If I go now, when will I be with grandma's without using the highways",2,if i leave now when will i be at granny 's without using the freeways
How far is Chicago from Milwaukee?,1,how far is chicago to milwaukee
When do I have to leave my house to be at the Town Hall by public transport at 10 am?,3,what time must i leave my house to arrive at the nyc city hall by 10 a.m using public transportation
what is the travel time between philadelphia and richmond,4,what is the driving time between philadelphia and richmond
When should I go if I want to ride my bike to Grovertown by 2 a.m.?,3,when should i leave if i want to bike to grovertown by 2 ?
How long do I have to go to shoot a film at 7am in the B & B?,3,what time do i need to leave to make a 7 : 00 movie at b & b ?
How much time should I take to make it to my cousin's house by noon?,3,what time should i leave to make it to my cousin 's house by noon ?
Did the rain cause flooding on my way home?,5,has the rain caused any flooding on my route home ?
"when would I arrive in trenton, nj if I left now and I - 75",2,"when would i arrive in trenton , nj if i left now and took i - 75"
What time should I take to come to the Jubilee Concert tomorrow at 5.30 p.m.,3,what time should i leave to make it to the cheer concert by 5 : 30 pm tomorrow ?
I can now make it to Providence in 10 minutes,2,can i make it to providence in 10 minutes right now
When should I go to get to Winnipeg by 6 p.m.?,3,when should i leave to get to winnipeg by 6 pm ?
Can you tell me how to get a universal city walk without using the i4 from my home?,0,can you tell me how to get to universal city walk without using i4 from my house
How long do I need to get home from the gym at 18: 15?,4,how long will it take me to get to nichole 's house from the gym if i leave at 6 : 15 p.m . ?
Fastest route to the airport,0,fastest route to airport
Can I arrive on time for my breakfast meeting if I leave in 5 minutes?,2,can i get to my breakfast meeting on time if i leave in 5 minutes ?
Time to cross the Golden Gate Bridge from Oakland to San Francisco,4,time it would take to get from oakland to san francisco via the golden gate bridge
What's the traffic like in downtown Atlanta?,6,what is the traffic like in downtown atlanta
how snowy are the roads leading to toledo today,5,how snowy are the roads that go to toledo today
Will the streets be cleared as I drive to 5th Ave now?,5,will the roads be cleared if i leave now to get to 5th ave ?
Will there be heavy traffic to Homer Glen at 8am on Wednesday?,6,is there heavy traffic going to homer glen on wednesday at 8 am
how far is it to Minneapolis,1,how far is it to minneapolis
Are there any traffic accidents in my area?,6,are there any traffic accidents in my area
Please tell me the traffic for this morning,6,please tell me the traffic for this morning
How long will it take to get to Joe's house when I leave at 8am?,4,how long will it take to get to joe 's house if i leave at 8 am
Are there traffic obstructions due to road works?,6,are there any traffic delays due to road construction
Can I have directions to New York?,0,can i have directions to new york
"If I go now, when will I be with grandma's without using the highways",2,if i leave now when will i be at granny 's without using the freeways
Should I avoid the 91 today?,6,should i avoid the 91 today
how many miles between seattle and new york,1,how many miles between seattle and new york
When can I go to celebrate my son's birthday at 9pm?,3,when can i leave to catch my son 's birthday at 9 pm ?
How far is Durham?,1,how far to durham ?
Should I avoid the 91 today?,6,should i avoid the 91 today
Which direction of 80 is supported?,6,what direction of 80 is backed up
when should i go if i have to be in carolina ave. tooth until 3 p.m.,3,what time should i leave if i need to be at carolina ave . dental by 3 pm
How long is my way to work when I go now,4,how long is my drive to work if i leave now
"If I leave here at 8 o'clock in the morning, when will I get to work?",2,"if i leave here at 8 am , when will i get to work ?"
How long will it take to get to Cindy's house?,4,how long will it take me to get to cindy 's house ?
"what is the traffic driving from cranford to new hope, pa",6,"what is the traffic driving from cranford to new hope , pa"
Traffic jam on the rt 690,6,is traffic backed up on rt 690
"If I leave my meeting at 3: 15 p.m. and drive home on the highway, how long would it take me?",4,"leaving my meeting at 3 : 15 and taking the freeway home , how long would it take me ?"
What is the quickest way home?,0,whats the fastest route home
When should I go to get into town by noon?,3,when should i leave to get to town by noon
"I want to be with my daughter at 8am, what time should I leave?",3,i want to be at my daughter 's by 8 am what time should i leave
Fastest route home,0,fastest route home
how snowy are the roads leading to toledo today,5,how snowy are the roads that go to toledo today
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
What is the distance between Rochester and New York City?,1,what is the distance between rochester and new york city
"what is the quickest way to Washington, DC",0,"what is the fastest route to washington , dc"
When should I leave my house to get downtown by 5 p.m.?,3,what time should i leave my house to get downtown by 5 pm
Are there other routes to Charleston that don't cross the freeways that will take me there tonight at 9 p.m.?,0,are there other routes to charleston that do not take the interstates that will get me there by 9 pm tonight ?
the paths to my office are still plowed,5,are the roads to my office plowed yet
"If I drive until noon, how long will it take to get to South Park by bus?",4,"if i leave by noon , how long will it take me to get to south park by bus ?"
what is the fastest route from los angeles to san francisco,0,what is the quickest route from los angeles to san francisco
"I want to be with my daughter at 8am, what time should I leave?",3,i want to be at my daughter 's by 8 am what time should i leave
how much traffic there is on the 290,6,how much traffic is on the 290
Tell me the distance between here and funny,1,tell me the distance between here and merrill
"If I leave the art festival at 9 p.m., when will I make it home?",2,if i leave art festival at 9 pm what time i will make it home ?
Give me the way to the State Fair by taking the toll roads and leaving at 10 am.,0,"give me directions to the state fair by taking toll roads , leaving at 10 in the morning ."
"Which Route to Raleigh, NC Has No Toll Roads",0,"what route to raleigh , nc has no toll roads"
what is the fastest route from los angeles to san francisco,0,what is the quickest route from los angeles to san francisco
How long will it take to get to Joe's house when I leave at 8am?,4,how long will it take to get to joe 's house if i leave at 8 am
how far is miami from new york by car,1,how far is miami from new york by car
When do I have to leave my dentist appointment to get to the doctor's appointment at 2 pm?,3,what time do i need to leave my dentist appointment to make it to my doctor 's appointment at 2 ?
how far is miami from new york by car,1,how far is miami from new york by car
Philadelphia traffic please,6,traffic in philadelphia please
how snowy are the roads leading to toledo today,5,how snowy are the roads that go to toledo today
is there anyway to avoid the traffic,0,is there anyway to avoid traffic
What are the road conditions in Tampa?,5,what are road conditions in tampa
will I come across broken power lines on the way to santa barbara?,6,will i run into downed power lines on the way to santa barbara ?
how many miles to Japan,1,how many miles to japan
"If I leave my meeting at 3: 15 p.m. and drive home on the highway, how long would it take me?",4,"leaving my meeting at 3 : 15 and taking the freeway home , how long would it take me ?"
traffic is free on the i-275 northbound today at 5 p.m.,6,is the traffic clear going north on i - 275 at 5 pm today
Is there snow or ice on the roads to Grandma's house?,5,is there any snow or ice on the roads to grandma 's house ?
Display to the working route,0,display to work route
Is there snow on my way to the flagpole?,5,is there snow on my route to flagstaff ?
Show me detours to play with the wounds.,6,show me detours to the bruins ' game .
how much driving time is needed from cupertino to san jose.,4,how much driving time is needed from cupertino to san jose .
What is the traffic like at the lino tunnel?,6,what is the traffic at the lincoln tunnel
Route through toll roads,0,route through toll roads
the paths to my office are still plowed,5,are the roads to my office plowed yet
Are there any shortcuts I can take to get from my workplace to Allison's house by 4pm?,0,are there any shortcuts i can take to get from my job to allison 's house by 4 pm ?
how many miles is fl,1,how many miles is fl
Take me to downtown Cincinnati at 1 p.m. with no roadworks.,0,get me driving directions to downtown cincinnati without construction leaving at 1 pm .
How long is my journey to the sea?,4,how long is my drive to oceanside
Roads are slippery,5,are the roads slick
how many miles is it from la to hawaii,1,how many miles is it from la to hawaii
how many miles is it from atlanta to savannah,1,how many miles is it from atlanta to savannah
Will I encounter flooding this morning?,5,will i encounter flooding on 8mile this morning ?
how big is the distance between new york and florida,1,what is the distance between new york and florida
"if I leave at 9 o'clock, I will make it to Solon by 10 o'clock",2,if i leave at 9 am will i make it to solon by 10 am from lakeview
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
Is there snow or ice on the roads to Grandma's house?,5,is there any snow or ice on the roads to grandma 's house ?
how much mile between Austin and Dallas,1,how many mile between austin and dallas
When do I have to leave the house to get to the party at 5am?,3,when do i need to leave home to get to the party by 5
How long do I have to walk to get to the dentist by 2pm when I go out on the street?,3,what time do i need to leave to get to the dentist by 2 pm if i take the streets ?
Are there any traffic accidents in my area?,6,are there any traffic accidents in my area
"I have a doctor's appointment at 2pm, do I have to go now to be on time?",3,"i have a doctors appointment at 2 pm , do i need to leave now to make it on time ?"
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
How long do I have to go to make it to the Houston Rockets game by 8 p.m.?,3,what time will i need to leave to make it to the houston rocket 's game by 8 p.m . ?
new york to new jersey how many miles,1,new york to new jersey how many miles
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
Is there flooding on the way to Delta Park from my house?,5,is there any flooding on the way to delta park from my house ?
how far is it to Minneapolis,1,how far is it to minneapolis
Tell me the distance between here and funny,1,tell me the distance between here and merrill
"if I leave lift in 5 minutes, how much time would I get home?",2,if i leave heb in 5 minutes what time would i get home ?
will I come across broken power lines on the way to santa barbara?,6,will i run into downed power lines on the way to santa barbara ?
"Will the city center be flooded by the Kastanienallee, which leads into the city?",5,is there flooding downtown by the fort pitt bridge going into town ?
Please find a good way to the dentist,0,find a good route to the dentist please
Please find a good way to the dentist,0,find a good route to the dentist please
What is my new estimated arrival time if I take to the road instead of on the motorway?,2,what is my new estimated arrival time if i take the street roads instead of the freeway
"how far from my house to seguin, tx",1,"how far from my house to seguin , tx"
Will I get home on time when I leave work now?,2,will i get home on time if i leave work right now
Have they already solved the accident on 528?,6,have they cleared up the accident on 528 yet
Tell me the distance between here and funny,1,tell me the distance between here and merrill
"If I'm here in 5 minutes, can I make it to the vet by 3 o'clock?",2,"if i leave here in 5 minutes , can i make it to the vet appointment by 3 ?"
Directions to the nearest hospital,0,driving directions to the closest hospital
how many miles between san juan and minneapolis,1,how many miles between san juan and minneapolis
"If I leave the art festival at 9 p.m., when will I make it home?",2,if i leave art festival at 9 pm what time i will make it home ?
When should I go to the Fiesta to make it to 12 o'clock?,3,what time should i head out the door for the fiesta especial to make it by noon ?
How long will it take to get from Bellingham to Seattle?,4,how long will it take me to drive from bellingham to seattle
When can I expect to arrive in St Louis when I leave at 8am tomorrow?,2,when can i expect to arrive in st . louis if i leave tomorrow at 8 am ?
get the time it takes to get home on the i-10.,4,get the time it will take to get home on the i - 10 .
What is the distance between Baltimore and Washington DC?,1,what is the distance between baltimore and washington dc
"what is the quickest way to Washington, DC",0,"what is the fastest route to washington , dc"
Is there a way to get to the hospital without construction?,0,is there a way to get to the hospital without construction ?
"When I leave the house now, tell me how to get to the savannah quickest.",0,"if i leave home now , tell me the fastest way to drive to savannah ."
What will traffic be like this bank holiday weekend?,6,what will the traffic this holiday weekend supposed to be like
When should I go to make it to the lil kim concert at 9pm?,3,what time should i leave to make it to the lil kim concert at 9 pm ?
Greenville to Charleston,1,miles from greenville to charleston
"If I drive until noon, how long will it take to get to South Park by bus?",4,"if i leave by noon , how long will it take me to get to south park by bus ?"
what is the distance from toledo to cincinnati and miles by car,1,what 's the distance from toledo to cincinnati and miles by car
When should I go to get to Winnipeg by 6 p.m.?,3,when should i leave to get to winnipeg by 6 pm ?
Give me the way to the State Fair by taking the toll roads and leaving at 10 am.,0,"give me directions to the state fair by taking toll roads , leaving at 10 in the morning ."
ll make it home at six o'clock,2,will i make it home by six
"If I want to make it to the city by 12 o'clock, how much time do I need to leave my house in the morning?",3,"if i want to make it to ny city by 12 pm , what time i need to leave my house in the morning"
"If I leave in 5 minutes, how long will it take to get to work?",4,if i leave in 5 minutes how long will it take me to get to work ?
Is there a broken power line on Barton Road?,5,is there a downed power line on barton road ?
How long will it take to get to Cindy's house?,4,how long will it take me to get to cindy 's house ?
When do I have to leave my dentist appointment to get to the doctor's appointment at 2 pm?,3,what time do i need to leave my dentist appointment to make it to my doctor 's appointment at 2 ?
"If I drive in 5 minutes, when will I arrive at my destination?",2,"if i leave in 5 minutes , when will i arrive at my destination"
Can I get from here to vancouver tonight at 7 o'clock?,2,can i get from here to vancouver tonight at 7 ?
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
how many miles between baltimore and new york city,1,how many miles between baltimore to new york city
"can I get from here to naperville, illinois till 10 am?",2,"can i get from here to naperville , illinois by 10 am ?"
which way is quicker to mark house,0,which way is faster to marks house
How long is my journey to the sea?,4,how long is my drive to oceanside
Display to the working route,0,display to work route
When do I have to leave my dentist appointment to get to the doctor's appointment at 2 pm?,3,what time do i need to leave my dentist appointment to make it to my doctor 's appointment at 2 ?
Will there be any construction work tonight on the way to the Rangers game?,6,will there be any construction on the commute to the rangers game tonight ?
what is the distance from toledo to cincinnati and miles by car,1,what 's the distance from toledo to cincinnati and miles by car
What is my eta to home,2,what is my eta until home
Will I get home on time when I leave work now?,2,will i get home on time if i leave work right now
how far is it to Minneapolis,1,how far is it to minneapolis
How much time should I take to get to work at 8 in the morning?,3,what time should i leave to make it to work at 8 am
How long do I have to go to shoot a film at 7am in the B & B?,3,what time do i need to leave to make a 7 : 00 movie at b & b ?
When should I go to make it to the lil kim concert at 9pm?,3,what time should i leave to make it to the lil kim concert at 9 pm ?
When should I go to work at 8am?,3,when should i leave to get to work at 8 am
Is there flooding on the roads this afternoon?,5,is there any flooding on the roads this afternoon ?
"I have a meeting in downtown Denver at 3 p.m., when should I go to get there on time and avoid heavy traffic",3,"i have a meeting in downtown denver at 3 pm , when should i leave to get there on time and avoid heavy traffic"
How long is it to walk around this structure?,4,how long is it to go around this construction
Is there fog on Highway 43 between Greenville and Conetoe this morning?,5,is there any fog on hwy 43 between greenville and conetoe this morning ?
Distance between mobile alabama and fairhope al,1,distance between mobile alabama and fairhope al
Show me detours to play with the wounds.,6,show me detours to the bruins ' game .
the shortest way from washington to montana,0,what is the shortest route from washington to montana
What is the distance between Washington DC and the new jersey from Newark?,1,what is the distance between washington dc and newark new jersey
Can I get from here to galveston before 6 p.m.?,2,can i get from here to galveston before 6 pm ?
When do I have to leave my house to be at the Town Hall by public transport at 10 am?,3,what time must i leave my house to arrive at the nyc city hall by 10 a.m using public transportation
"how do i take the long way to the canton, ms",0,"how do i take the long way to canton , ms"
What are the road conditions in Tampa?,5,what are road conditions in tampa
How long will it take to get to Elmwood Park?,4,how long will it take me to get to elmwood park zoo
Can I get to my girlfriend by 5pm?,2,will i make it to my girlfriend 's by 5 pm ?
is built to 35w in Minneapolis,6,is there construction on 35w in minneapolis
Are the airlines closed due to the weather?,5,are the airlines shut down due to weather
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
When should I go to get into town by noon?,3,when should i leave to get to town by noon
Accidents along the nozzle,6,any accidents along culver
Traffic update now,6,traffic update now
Did the rain cause flooding on my way home?,5,has the rain caused any flooding on my route home ?
When should I go to make it to the lil kim concert at 9pm?,3,what time should i leave to make it to the lil kim concert at 9 pm ?
Are there icy roads on the way to my massage appointment?,5,are there any icy roads on the way to my massage appointment ?
how far away is georgia from hawaii,1,how far away is georgia from hawaii
Take me to San Antonio Texas and no toll roads?,0,take me to san antonio texas and no toll roads ?
there are signs of black ice on the way to Reno,5,is there signs of black ice on the way to reno
"If I want to make it to the city by 12 o'clock, how much time do I need to leave my house in the morning?",3,"if i want to make it to ny city by 12 pm , what time i need to leave my house in the morning"
"We got a lot of rain, some local roads are closed.",5,we have got a lot of rain are there any local roads closed because of it .
Have they already solved the accident on 528?,6,have they cleared up the accident on 528 yet
"If I leave my meeting at 3: 15 p.m. and drive home on the highway, how long would it take me?",4,"leaving my meeting at 3 : 15 and taking the freeway home , how long would it take me ?"
How long will it take to get to my doctor's appointment at 3pm if I'm not driving on the motorway?,4,how long will it take to get to my doctors appointment at 3 pm if i don't take the highway
how far is miami from new york by car,1,how far is miami from new york by car
How much time should I take to get to the concert until 6 pm?,3,what time should i leave to make it to the concert by 6 pm ?
Can you tell me how long it will take me to get to Charlotte?,4,can you tell me how long it will take me to get to charlotte
What does my commute home look like?,6,how 's my commute home looking
I want to come to the regional park in cerritos without schusterblvd.,0,i want to get to regional park in cerritos without using shoemaker blvd .
Is there fog on Highway 43 between Greenville and Conetoe this morning?,5,is there any fog on hwy 43 between greenville and conetoe this morning ?
any construction I should look for on johnstion street,6,any construction i should look for on johnstion street
"if I leave lift in 5 minutes, how much time would I get home?",2,if i leave heb in 5 minutes what time would i get home ?
Are the roads near my house icy?,5,are the roads icy near my house ?
How do I get traffic from Tampa to Miami when I leave at 5 a.m.?,6,how is traffic driving from tampa to miami if i leave by 5 am
When should we leave la to get six flags if we want to be there by 10am?,3,when should we leave la to get six flags if we want to be therer by 10 am ?
How long is the journey between Hartford Connect and Charlotte North Carolina?,4,how long is the drive between hartford conneticut and charlotte north carolina
what is the fastest route from los angeles to san francisco,0,what is the quickest route from los angeles to san francisco
"Driveway to Baltimore, how it looks with the traffic",6,driving in to baltimore what 's the traffic like
Are the paths to the nearest hospital clear?,5,are the roads to the nearest hospital clear ?
Directions to the nearest hospital,0,driving directions to the closest hospital
the bridge is still on the northern lane of Highway 331,5,is the bridge still out on the northbound lane of hwy 331
"If I leave in 5 minutes, how long will it take to get to work?",4,if i leave in 5 minutes how long will it take me to get to work ?
Distance from home to the cinema,1,distance from home to movie theatre
How long will it take to get to my doctor's appointment at 3pm if I'm not driving on the motorway?,4,how long will it take to get to my doctors appointment at 3 pm if i don't take the highway
"If I drive until noon, how long will it take to get to South Park by bus?",4,"if i leave by noon , how long will it take me to get to south park by bus ?"
Tell me when I get to jim's when I go now.,2,tell me when will i arrive at jim 's if i leave now .
Is the highway this morning the fastest way to the polka festival?,0,is the freeway the fastest way to get to the polka festival this morning ?
When do I have to leave work to make it to Madison Square Garden by 9 p.m.?,3,what time do i need to leave work from to make it to madison square garden by 9 pm
How many hours will it take to get there?,4,how many hours will take to go to seattle
How long will it take to get to Joe's house when I leave at 8am?,4,how long will it take to get to joe 's house if i leave at 8 am
"How many miles from here to Iselin, new jersey?",1,"how many miles from here to iselin , new jersey ?"
How much time should I take to make it to the jubilee centre by five o'clock?,3,what time should i leave to make it to the jubilee center by five
How long will it take to get from Bellingham to Seattle?,4,how long will it take me to drive from bellingham to seattle
Display to the working route,0,display to work route
"Which Route to Raleigh, NC Has No Toll Roads",0,"what route to raleigh , nc has no toll roads"
how far is it to Minneapolis,1,how far is it to minneapolis
How long will it take to get to work this morning?,4,how long will it take me to get to work this morning
Are there floods in the belt?,5,are there any flooding in the belt parkway ?
Calculate the time it would take to reach San Francisco from Seattle if you are traveling at 65 km / h,4,calculate the time it would take to get to san francisco from seattle if traveling at 65 mph
What is the quickest way home?,0,whats the fastest route home
Will the marina be flooded?,5,is there flooding by the marina ?
How much time should I take to make it to the game by 6 p.m.?,3,what time should i leave to make it to the lakers game by 6 pm ?
How long is my journey home from spokane,4,how long is my drive home from spokane
When can I go to celebrate my son's birthday at 9pm?,3,when can i leave to catch my son 's birthday at 9 pm ?
Is there snow or ice on the roads to Grandma's house?,5,is there any snow or ice on the roads to grandma 's house ?
How long will it take to get to edison if I leave now?,4,how much time will it take to get to edison if i leave now ?
How long should I stay here to arrive at the cruise ship pier tomorrow morning at 6 a.m.?,3,what time should i leave here to get to the cruise ship dock by 6am tomorrow morning ?
How long is it to walk around this structure?,4,how long is it to go around this construction
What is the distance between Salem and Neuberg?,1,what 's the distance between salem and newberg
how many miles is it from Biloxi to new orleans,1,how many miles is it from biloxi to new orleans
I want to come to the regional park in cerritos without schusterblvd.,0,i want to get to regional park in cerritos without using shoemaker blvd .
"Will the city center be flooded by the Kastanienallee, which leads into the city?",5,is there flooding downtown by the fort pitt bridge going into town ?
how many miles is it from atlanta to savannah,1,how many miles is it from atlanta to savannah
Directions to nebraska tomorrow,0,directions to nebraska tomorrow
What is the traffic from downtown to my house?,6,what 's the traffic from downtown to my house
"what is the quickest way to Washington, DC",0,"what is the fastest route to washington , dc"
"how many miles is it between tulsa, ok and oklahoma city, ok",1,"how many miles is it between tulsa , ok and oklahoma city , ok"
Am I going to the zoo at noon on the motorway?,2,will i get to the zoo by noon using the freeway ?
How long will it take to get to the office this morning?,4,how long with it take me to get to the office this morning
How long is the journey to the Catskills from Pennsylvania?,4,how long is the drive to the catskills from pennsylvania
What is the distance between Boston and Las Vegas?,1,what 's the distance between boston and las vegas
Accidents along the nozzle,6,any accidents along culver
Should I take an alternative route home today?,0,should i take an alternate route home today
What is my new estimated arrival time if I take to the road instead of on the motorway?,2,what is my new estimated arrival time if i take the street roads instead of the freeway
What's the traffic like in downtown Atlanta?,6,what is the traffic like in downtown atlanta
Are the airlines closed due to the weather?,5,are the airlines shut down due to weather
Where traffic is strongest on the way to work,6,where is traffic heaviest on the way to work
How long does the journey from Philadelphia to Boston take?,4,what 's the drive time from philly to boston
I can now make it to Providence in 10 minutes,2,can i make it to providence in 10 minutes right now
Give me my way home,0,give me my route home
How long do I have to leave my house to get to the doctor's appointment at 2pm on Monday?,3,what time do i need to leave my house to get to my doctor 's appointment on monday at 2 pm ?
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
When am I expected to go to the airport?,2,when am i expected to get to the airport
Can I arrive on time for my breakfast meeting if I leave in 5 minutes?,2,can i get to my breakfast meeting on time if i leave in 5 minutes ?
Will the streets be cleared as I drive to 5th Ave now?,5,will the roads be cleared if i leave now to get to 5th ave ?
When should I leave the office if I want to be at the National Museum at 5 p.m.?,3,what time should i leave the office if i want to be in the national museum at 5 pm ?
"if I leave lift in 5 minutes, how much time would I get home?",2,if i leave heb in 5 minutes what time would i get home ?
How much time should I take to make it to my cousin's house by noon?,3,what time should i leave to make it to my cousin 's house by noon ?
What is the distance between Baltimore and Washington DC?,1,what is the distance between baltimore and washington dc
how many miles is it from la to hawaii,1,how many miles is it from la to hawaii
What is the distance between Rochester and New York City?,1,what is the distance between rochester and new york city
Accidents along the nozzle,6,any accidents along culver
how many miles is fl,1,how many miles is fl
the traffic this morning is bad,6,is traffic bad this morning
How long is my journey to the sea?,4,how long is my drive to oceanside
how far away is Hawaii from the continental USA,1,how far is hawaii from the continental u.s
traffic in Toledonia is heavy,6,is traffic heavy in toledo
Show me detours to play with the wounds.,6,show me detours to the bruins ' game .
how many miles between colorado and washington,1,how many miles between colorado and washington
Is there a destroyed power in Giza City?,5,is there any downed power to giza city ?
Is there snow on my way to the flagpole?,5,is there snow on my route to flagstaff ?
"from nasa in houston, send me an instruction to galveston.",0,"from nasa in houston , send me directions to galveston ."
Greenville to Charleston,1,miles from greenville to charleston
How long will it take to get to edison if I leave now?,4,how much time will it take to get to edison if i leave now ?
which way is quicker to mark house,0,which way is faster to marks house
